title,url,postDate,hood,description,compensation
UX/UI Developer | $56.00 - $63.00 per hour,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-ux-ui-developer-per-hour/7496793937.html,2022-06-15 07:03, (financial district),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/0529d6ac/apply



 HireArt is helping the world's largest social network find a UX/UI Developer to support its research project team work on external facing artifacts.In this role, you'll focus on building an interactive dataset explorer UI tool, a polished interactive demo, and the company's project website. You'll also implement new UI features in the company's internal annotation tool, based on feedback from the team and annotators during the ongoing data collection process.We're looking for candidates who have strong experience developing high-quality front end applications, with interactive components/visualizations, who can lead and own assigned areas. As a UX/UI Developer, you'll:   Engage with the research team in discussions to seek a deeper understanding of the dataset and demo goals.Collaborate closely with researchers, engineers, and designers in an iterative process to develop the dataset explorer, annotation UI tool, demo and website.Design, develop and modify UI tools, demo, and website. Own and drive these efforts.Identify and resolve performance, efficiency, and scalability issues.   Benefits: Pre-tax commuter benefits$25/month student loan contribution Employer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/0529d6ac/apply


Requirements
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience4+ years of experience in software design and development4+ years of experience in professional UI development4+ years of experience with data-driven UI developmentProficiency in React, HTML, CSS, and JavascriptStrong communication and problem solving skillsExperience with Python, Flask and Amazon Web Services (i.e. setting up servers, load balancing, etc.) is a plusSome knowledge of PHP is a plus   Commitment:This is a full-time, 6-month contract position staffed via HireArt and based in San Francisco, CA.   HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or hire corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/0529d6ac/apply



    ",$56.00 - $63.00 per hour
Software Engineer - Remote Optional,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineer-remote/7496414968.html,2022-06-14 09:01, (city of san francisco),"
        
            
            
        
Signup on Hired to find your dream job (remote work available) as a Software Engineer at one of 10,000+ companies looking for jobseekers just like you.Companies on Hired apply to you! You'll receive salary and compensation details up front - before the interview. By crafting a profile on Hired, we're confident that you'll find a job you'll love!Software Engineers continue to be one of the most exciting and sought after developer jobs available. Engineers code websites or applications on both the server and the user-facing side. It is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as crafting the logic, database interactions and server configuration on the application's Backend.In addition to programming the various features of server-side and user-side applications, software engineers are encouraged to upgrade and maintain both the Backend and Front-end as needed. As new technologies emerge and platforms are expanded, the role will likely transform to suit these changes.We need Software Engineering jobseekers on Hired who are results-oriented, multifaceted and can work independently or in a team environment, to get the job done. Common ResponsibilitiesThe development and maintenance of client-side and server-side applications.Working with a team of web developers, marketing teams and engineers to ensure the right look and vital features are included in your work.Crafting tests that will be implemented to keep software functional.Stay on top of growing technologies and engineering trends.Skills & Experiences Our Employers Need4+ Years of experience with Backend web development.4+ Years experience with Frontend web development.Proficiency with HTML and CSS.Code using languages such as JavaScript, Core MVC, and ASP.NET.An adroitness with SQL, Ruby, Ruby on Rails, Java for Front-End and Backend programming, Go Language, Swift, Docker, Azure, AngularJS and Angular 2.Building and accessing databases with NoSQL and Node.js.Understanding the ins-and-outs of HTTP protocols, developer tools, SSL certificates and web application architecture.Keeping track of changes made to code with Git version control system.These Would Also Be NiceGood communication skills.Thriving as a member of a team.Understanding the needed technology for web development.Keeping business needs in mind.Are you ready to find your next opportunity with Hired? Click here to apply.     ",To be determined.
UX Researcher (Social Experiences) | $75.00 - $86.00 per hour,https://sfbay.craigslist.org/pen/sof/d/burlingame-ux-researcher-social/7496370551.html,2022-06-14 07:34, (burlingame),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/2440297c/apply



 HireArt is helping the world’s largest social network hire a UX Researcher (Social Experiences) to partner with other researchers and cross-functional stakeholders on projects to make VR more social for the company's users. Research is paramount to this organization’s success. Foundational research is needed to identify the right user needs and people problems to tackle with product/feature solutions. And iterative evaluative research with testable prototypes is needed to provide impactful insights to the design and development teams. In this role, you're guaranteed to be pushing the boundaries of VR and AR while working with the technology of tomorrow.  As a UX Researcher (Social Experiences), you’ll: Collaborate closely with researchers, designers, PMs, engineers to identify, define, and deliver meaningful social VR products and features for the Oculus platform.Collaboratively and independently develop and execute research projects.Lead various research studies throughout all the phases of the research cycle and contextualize insights for stakeholders.Work with stakeholders to influence product roadmaps and strategy based on research insights.Manage research vendors to help augment the work of the research team.   Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/2440297c/apply


Requirements
Bachelor's degree in a human behavior related field, such as human-computer interaction, psychology, sociology, communication, information science, media studies or computer science2+ years of UX Research experience working on a shipped product, conducting formative and evaluative researchStrong qualitative research skills, especially with conducting in-depth interviews, moderating prototype evaluation, performing thematic analysis of feedback, and generating clear narratives from itVerbal and written communication, problem solving, and interpersonal skillsStrong ability to work independently and manage your timeQuantitative data analysis and the ability to triangulate data from quantitative and qualitative sourcesExperience with storytelling to get traction with various audiencesExperience with autonomy and decision-making to balance demands and prioritizationExperience using VR/AR/MR devices and apps is desired but not mandatory   Commitment:This is a full-time 12-month contract position staffed via HireArt and based in Burlingame, CA. It will be fully remote until offices reopen and is available to candidates local to the Bay Area.    HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/2440297c/apply



    ",$75.00 - $86.00 per hour
UX Researcher (Social Experiences) | $68.00 - $77.00 per hour,https://sfbay.craigslist.org/pen/sof/d/burlingame-ux-researcher-social/7496370424.html,2022-06-14 07:34, (burlingame),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/0a3530ca/apply



 HireArt is helping the world’s largest social network hire a UX Researcher (Social Experiences) to partner with other researchers and cross-functional stakeholders on projects to make VR more social for the company's users. Research is paramount to this organization’s success. Foundational research is needed to identify the right user needs and people problems to tackle with product/feature solutions. And iterative evaluative research with testable prototypes is needed to provide impactful insights to the design and development teams. In this role, you're guaranteed to be pushing the boundaries of VR and AR while working with the technology of tomorrow.  As a UX Researcher (Social Experiences), you’ll: Collaborate closely with researchers, designers, PMs, engineers to identify, define, and deliver meaningful social VR products and features for the Oculus platform.Collaboratively and independently develop and execute research projects.Lead various research studies throughout all the phases of the research cycle and contextualize insights for stakeholders.Work with stakeholders to influence product roadmaps and strategy based on research insights.Manage research vendors to help augment the work of the research team.Plan, design and conduct in-person research experiments to evaluate various hardware and software prototypes in AR/VR.   Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/0a3530ca/apply


Requirements
Bachelor's degree in a human behavior related field, such as human-computer interaction, psychology, sociology, communication, information science, media studies or computer science5+ years of UX Research experience working on a shipped product, conducting formative and evaluative researchStrong qualitative research skills, especially with conducting in-depth interviews, moderating prototype evaluation, performing thematic analysis of feedback, and generating clear narratives from itVerbal and written communication, problem solving, and interpersonal skillsStrong ability to work independently and manage your timeQuantitative data analysis and the ability to triangulate data from quantitative and qualitative sourcesExperience with storytelling to get traction with various audiencesExperience with autonomy and decision-making to balance demands and prioritizationStrong moderating skills for conducting in-person experiments evaluating hardware and software prototypesExperience using VR/AR/MR devices and apps is preferred   Commitment:This is a full-time, 9-month contract position staffed via HireArt and based in Burlingame, CA. It is available to candidates local to Burlingame, CA.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/0a3530ca/apply



    ",$68.00 - $77.00 per hour
Research Software Engineer | $105.00 - $130.00 per hour,https://sfbay.craigslist.org/pen/sof/d/los-altos-research-software-engineer/7496370239.html,2022-06-14 07:33, (los altos),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9315f022/apply



 HireArt is helping Toyota Research Institute (TRI) hire a Research Software Engineer who is interested in the overlap between technology and the behavioral sciences.In this role, you'll architect systems for building prototypes while collecting and analyzing experimental data from human subjects. You'll also work with software infrastructure engineers and perform tasks related to mobile app development, front/back end web development, and data pipelines.As a Research Software Engineer, you'll: Develop systems to support human subjects data collection.Work with researchers to determine requirements for systems, as well as architect and test them.Iteratively develop user interfaces to showcase research ideas, web-based surveyapplications, and mobile apps capable of collecting, archiving, and analyzing data fromsensors.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9315f022/apply


Requirements
Bachelor’s degree (or equivalent work experience) in Computer Science, or a related engineering discipline5+ years experience in full-stack development, Python and Javascript are required (many of our client's projects involve piecing together different components to make novel user experiences)Experience with REACT frameworkAn interest supporting the collection and analysis of human subjects dataA prototyping mindset—building solutions that are “good enough” to answer a steady stream of scientific questionsAWS experience—launching EC2 instances, hosting data in AWS, etc.Detail-oriented and able to work independently as well as in groupsEnjoy collaborating with cross-disciplinary teamsYou're proactive and seek out new opportunities for impact, as time permitsStrong time management and prioritization abilitiesEager to learn new skills   Nice-to-have Experience: Experience working within a research institute, university, or the research division of any major organizationStrong oral and written communication skillsComfortable giving and receiving feedbackKnowledge of big data and machine learning frameworksKnowledge of testing methodsKnowledge of psychology, artificial intelligence, or HCI research as well as an interest in contributing to scientific publications Commitment: This is a full-time (40 hours), 8-month contract position staffed via HireArt and based in Los Altos, CA. It requires 2 days on-site and 3 days remote.  HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9315f022/apply



    ",$105.00 - $130.00 per hour
Technical Artist | $47.00 - $50.00 per hour,https://sfbay.craigslist.org/pen/sof/d/burlingame-technical-artist-per-hour/7496370109.html,2022-06-14 07:33, (burlingame),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/bd91b6eb/apply



 HireArt is helping the world’s largest social network hire a Technical Artist to take responsibility for the technical aspects of the company’s art asset development.   In this role, you’ll work closely with Art and Engineering teams to develop and support the asset pipeline, animation and rigging tools, animation rigs, and real-time effects.   As a Technical Artist, you will: Partner closely and lead the engineering and design teams in defining and developing content.Manage, and maintain the pipeline from artists and designers through to deployment.Optimize content by enhancing performance and instructing the artists and designers on best practices related to asset creation, modeling, and texturing.Develop broad technical expertise to assist in a wide variety technical and artistic tasks.Troubleshoot content issues and improve QA processes.Quickly solve issues with cross-functional leads.Thrive in a dynamic, fast-paced environment.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/bd91b6eb/apply


Requirements
Bachelor's degree in a relevant field or equivalent work experienceExperience in working with Python/PyMEL and PySide/PyQtCreating tools and automation for Maya or native WindowsProven ability to work on game developmentAbility to communicate with cross-functional teams e.g. engineers and artistsExperience with game profiling and optimization techniquesExperience shipping products with stringent runtime performance constraints, such as complex mobile, 3D application, or gamesExpert ability to work independently and manage your timeCreativity, verbal/written communication skills, and problem solving abilities   Commitment:This is a full-time, 12-month contract position staffed via HireArt. It will be fully remote until offices reopen and is available to candidates local to the Burlingame, CA; Los Angeles, CA; San Diego, CA; New York, NY and Houston, TX areas.  HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/bd91b6eb/apply



    ",$47.00 - $50.00 per hour
Staff Software Architect - Remote Opportunity,https://sfbay.craigslist.org/sfc/sof/d/irving-staff-software-architect-remote/7496285209.html,2022-06-13 22:42," (Irving, TX)","
        
            
            
        

Staff Software ArchitectPosition Summary:A System Architect is an information technology professional who functionally designs systems, applications and user interfaces for a solution that supports an end to end enterprise business process. A System Architect works closely with our external customers and operations (internal and external) to identify process and system improvement opportunities and documents business and technical requirements.  A System Architect assists with implementation and training of the solution which ensures business and technical process compliance.  These professionals have a wide range of technical and business knowledge rather than focusing their skills in a specific area of information technology.     Major Responsibilities:• Works closely with external customers, operations (internal and external), IT departments and  project team during freight management solution design and definition.• Translates business requirements into system requirements• Manages the projects and/or solutions to meet client group expectations.• Main point of contact for client group updates, issues, and questions.• Leads testing and certifies that the solution meets the customer and business process requirements.• Participates in Customer sales presentations to articulate Penske’s technology solution capabilities• Designs enterprise business process solutions based on system capabilities. • Identifies new applications and functionality required to support a specific requirement. • Trains end user groups on how to use the solution.• Leads project scope and recommend technical solutions to meet customer needs.• Creates project plans, timelines, milestones, goals and ownership• Leads regular meetings to ensure effectiveness of plan, cost implications and quality of solution• Involved in analyzing system/software capabilities and how it relates to creating a technical solution. • Identifies future opportunities for system enhancement and value generation.• Leads a team of Solution Analysts• Mentors junior level associates.• Identifies and communicates tasks to the appropriate departments required to develop and implement the solution. • Assesses solution quality and certify that it meets the customers’ requirements.  • Provides feedback to managers of project members that helped to develop and implement the solution.• Assists with writing reviews for associates in their team.• Provides input on the training needs and skill improvements for associates in their team• Other projects as assigned by the supervisor Qualifications:• Bachelor’s degree in Computer Science Information Systems, Management Information Systems, or Business Administration.  •10+ years of Solutions Design experience • 8+ years of direct and relevant work experience with TMS systems. JDA/BlueYonder is preferred.• 5+ years of data analysis and SQL skills • 5+ years of project management experience (including large scale projects, and managing multiple projects at one time)• Prior consulting and business solution experiences• Experience working as a liaison between customers, operations and technology• Green Belt, Black Belt, Lean, or PMP certification preferred• Must have full understanding implementation project lifecycle, methodologies and standards• Must be proficient in troubleshooting skills and show the ability to apply knowledge to resolve issues. • Should have knowledge of technologies and how to apply them to develop a solution • Must have the following skills:- Effectively collaborate with all project members- Effective listening & influencing- Written and oral interpersonal communication- Strong customer service focus- Ability to work independently or on a team- Time management - Initiative in issue resolution and prevention- Consultative skills• Regular, predictable, full attendance is an essential function of the job• Willingness to travel as necessary, work the required schedule, work at the specific location required, complete Penske employment application, submit to a background investigation (to include past employment, education, and criminal history) and drug screening are required.

To apply for this position, please CLICK HERE
    ",Salary
UX Researcher (AR/VR Devices) | $56.00 - $62.00 per hour,https://sfbay.craigslist.org/pen/sof/d/burlingame-ux-researcher-ar-vr-devices/7496142424.html,2022-06-13 14:20, (burlingame),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5f137396/apply



 HireArt is helping the world’s largest social network hire a UX Researcher (AR/VR Devices) to partner directly with a single, tightly integrated pod to conceive, build, and launch new products.  As a UX Researcher (AR/VR Devices), you'll: Collaborate closely with researchers, designers, PMs, and engineers to identify, define, and deliver meaningful insights that inform business decisions.Collaboratively and independently develop/execute research roadmaps. Lead various research studies throughout all the phases of the product development cycle.Contribute to product strategy, execution and the go-to-market plan.Manage research vendors to help augment the work of the research team.   Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5f137396/apply


Requirements
Bachelor's degree in a human-behavior-related field e.g. human-computer interaction, psychology, sociology, communication, information science, media studies, computer science, or economics (Master's degree is preferred)2+ years designing and executing user experience researchStrong ability to work independently and deliver high quality research plansAbility to partner with teams by working hands-on designing and executing researchUser experience researcher with hardware experience (preferred) Commitment: This is a full-time, 12-month onsite contract position staffed via HireArt and based in Burlingame, CA. It is available to candidates who are local to the Burlingame, CA area.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5f137396/apply



    ",$56.00 - $62.00 per hour
Network Services Engineer I (UCC),https://sfbay.craigslist.org/sby/sof/d/salinas-network-services-engineer-ucc/7496120639.html,2022-06-13 13:36, (santa clara),"
        
            
            
        
County of Monterey, Information Technology Department
Network Services Engineer I (UCC)

Salary, plus a comprehensive benefits package (including PERS Pension) :
•	Network Services Engineer I - UCC ($6,562 - $8,963 / Monthly)

Apply by: Deadline of July 1, 2022. 

The Monterey County, Information Technology Department (ITD) consists of four (4) operational Divisions: Administration; Applications & Customer Support; Infrastructure & Operations; and Information Security. ITD resources are operated and maintained in a manner that supports high availability for utilization and minimizes the risk of business interruption. ITD's focus is on developing a sustainable, customer focused environment to enhance and improve the quality of technology services used by County departments for the benefit of all Monterey County residents, businesses, and visitors. View summary of ITD services at: https://www.youtube.com/watch?v=GxxvqH7lb-Y

The ITD, Infrastructure and Operations Division seeks a Network Systems Engineer I to provide professional customer service, engineering, and technical support for the County’s Unified Communications Team, including on-premise Mitel system and future Cloud-based softphone solutions. The ideal candidate will have work experience and knowledge of telephony, VoIP and network integration to monitor, support, and troubleshoot network connectivity with call center applications, voicemail and fax servers, SIP trunks, videoconferencing solutions, and Cloud integrations.

Interested applicants may apply on-line at: https://www.governmentjobs.com/careers/montereycounty . 
ITD website: https://www.co.monterey.ca.us/government/departments-i-z/information-technology .

EOE
    ","$6,562 - $8,963 (Monthly) Plus a comprehensive benefits package, including PERS Pension."
Sr. UX Researcher | $85.00 - $104.00 per hour,https://sfbay.craigslist.org/pen/sof/d/menlo-park-sr-ux-researcher-per-hour/7496114409.html,2022-06-13 13:24, (menlo park),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/877e4072/apply



 HireArt is helping The World’s Largest Social Network hire a Sr. UX Researcher to lead qualitative research studies and provide insight into the user experience. In this role, you'll work cross-functionally with research, UX, design, and business teams to develop and execute effective research studies.  The ideal candidate is experienced in qualitative user research that informs product direction and decision-making. You bring a strategic mindset, are highly organized, and can effectively tie research to tangible outcomes. As a Sr. UX Researcher, you'll:  Plan and execute rigorous end-to-end custom primary research using the right methodology (i.e. qualitative methods and data science) to make data-informed UX recommendations.Work closely with cross-functional partners e.g. product management, product design, engineering, and researchers in refining research approaches and making insight-based product recommendations.Deliver actionable research insights that make company product experiences measurably better.Communicate results and illustrate suggestions in compelling/creative ways to broad and diverse audiences across organizational boundaries. Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/877e4072/apply


Requirements
Master's degree in Human-Computer Interaction, Psychology, Information Science, Computer Science, Engineering, or Political Science or related fields.8+ yrs of experience conducting qualitative user experience research in a corporate environment e.g. concept-testing, usability, interviews, diary studies, contextual inquiry/observations, ethnography etc.Experience with remote and in-person research.Experience conveying research findings and implications to diverse audiences and backgroundsImpeccable research rigor and ability to deliver polished outputs both verbally and writtenProven analytical, project management, and problem-solving experience including the ability to work independently through the projects completion Good to have skills: Experience working in-house in a medium-sized company (10k employees) or largerExperience working on internal tools and enterprise softwareExperience working with backend corporate functions e.g. finance, human resources, compliance, IT, etc. Experience working in management consulting or other role analyzing/improving organizational setupsPh.D. in an empirical discipline   Commitment: This is a full-time, 12-month contract position through HireArt and based on-site in Menlo Park, CA.   HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/877e4072/apply



    ",$85.00 - $104.00 per hour
UX Researcher (New Products) | $88.00 - $99.00 per hour,https://sfbay.craigslist.org/pen/sof/d/menlo-park-ux-researcher-new-products/7496028181.html,2022-06-13 10:46, (menlo park),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/31bb1874/apply



 HireArt is helping the world’s largest social network hire a UX Researcher (New Products) to partner with multiple cross-functional teams to conceive, build and launch brand new products.  As a UX Researcher (New Products), you’ll: Collaborate closely with researchers, designers, project managers, and engineers to identify, define, and deliver meaningful products.Collaboratively and independently develop and execute research projects.Lead various research studies throughout all phases of the product development cycle.Contribute to product strategy, execution and go-to-market plan.Manage research vendors to help augment the work of the research team.   Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/31bb1874/apply


Requirements
Bachelor's degree in a human behavior related field, such as human-computer interaction, psychology, sociology, communication, information science, media studies or computer science5+ years of relevant industry experienceExceptional verbal/written communication skills, problem solving skills, customer service and interpersonal skillsStrong ability to work independently and manage one’s timeExtensive experience with data and utilizing numbers to define and support hypothesesExtensive experience with storytelling to get traction with various audiencesExtensive experience with autonomy and decision making to balance demandsStrong mentoring skills necessary to provide support and constructive performance feedbackAbility to prioritize multiple concurrent projectsExperience in the advertising, retail, or digital marketing space   Commitment:This is a full-time, 6-month contract position staffed via HireArt. It will be available to candidates local to the Menlo Park, CA area.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/31bb1874/apply



    ",$88.00 - $99.00 per hour
Accelerate your Front-End Engineering Career in Tech,https://sfbay.craigslist.org/pen/sof/d/san-francisco-accelerate-your-front-end/7494948625.html,2022-06-10 15:08, (south san francisco),"
        
            
            
        
Are you working in Front End Engineering, and want to make more money?
Have you been looking for front end engineering jobs, but not making much progress?

Join Pathrise and level up your front end engineering job search for a high-paying career in tech today!

About Pathrise

Pathrise helps jobseekers get hired at top tech companies like Apple, Facebook, Google, Salesforce, and more.

We've been featured in TechCrunch, VentureBeat, and The Atlantic, and we've even been called the ""Y Combinator for your career.""

In the past 3 years, we've helped more than 1000 people land amazing jobs at some of the best and highest-paying companies in America.

About the Fellowship

Pathrise fellows receive weekly 1-on-1 mentorship from Director and VP-level Front End Engineer leaders at companies like Google, IBM, and Linkedin.
You'll learn strategies to get the attention of any company, dial in your resume, ace your interviews, and more. We can even refer you directly to companies in our network.

By the end of the program, you'll have the skills and confidence to find a great job in software engineering that pays you what you're worth.

Qualifications

We're selective, and only work with motivated candidates who are serious about leveling up their careers.

But if you're interested in front end engineering jobs within the tech industry, there's no better program to help you find a well-compensated job at a great company.

To apply for the Pathrise program, go here:
https://www.pathrise.com/apply?utm_source=craigslist&utm_medium=job_board&utm_campaign=sf_swe_frontend
    ","80,000-160,000"
Top Plaintiffs' Firm Seeks eDiscovery Specialist,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-top-plaintiffs-firm-seeks/7494932030.html,2022-06-10 14:30, (financial district),"
        
            
            
        
Lieff Cabraser Heimann & Bernstein, LLP (“LCHB”), a national leader in plaintiffs’ class action and multidistrict complex litigation, has an immediate opening for a highly motivated and experienced eDiscovery Specialist to join our Litigation Support department. The position is in-person in LCHB’s San Francisco office. An Ideal candidate must have a minimum of 3-4 years' experience with creating, front-end administrating, and training users in Relativity.

Proficiency with Relativity processing, Microsoft Excel, and PowerPoint is also desired. Familiarity with OnCue , Adobe acrobat, or the other Adobe Creative Suite applications is a plus. In addition, we require excellent communication skills (both written and verbal), effective time-management and organization skills, plus an understanding of the methods, processes and requirements of litigation practice. A candidate must also be familiar with processes underlying civil litigation – the EDRM process, depositions, document collections, and trial preparation. Prior legal experience is necessary.

LCHB offers an exciting opportunity for the career-minded individual. Salary range: $75,000 - $90,000 (depending on qualifications). Benefits package includes:
· Medical
· Dental
· Vision
· Life, Accidental Death & Dismemberment (AD&D), and Long Term Disability (LTD)
· Employee Assistance Program (EAP)
· Section 125 Plan (Medical and Dependent Care Reimbursement)
· Section 132 Plan (Commuter Reimbursement)
· 401(k) Plan

LCHB offers an exciting opportunity for the career-minded individual and a competitive salary/benefits package. Resumes to: Human Resources Director, Lieff Cabraser Heimann & Bernstein, LLP, 275 Battery St., 29th Fl., SF, CA 94111. Lieff Cabraser Heimann & Bernstein, LLP is an Equal Opportunity Employer. We are committed to an environment of diversity and inclusion. Proof of COVID-19 vaccination administered by a third party will be required as a condition of employment in accordance with applicable law. Such documentation should omit any medical information. Any record of vaccination will be maintained as confidential. For more information on our firm, please visit us at www.lieffcabraser.com.
    ",Based on experience level
Senior Solution Engineer - REMOTE or Bay Area,https://sfbay.craigslist.org/eby/sof/d/alameda-senior-solution-engineer-remote/7494790374.html,2022-06-10 09:58, (alameda),"
        
            
            
        
Senior Solution Engineer

Employment Status: Full-Time

Job Location: Alameda CA. Working remotely is an option with some travel.

APPLY HERE - https://recruiting2.ultipro.com/TEL1006/JobBoard/2fcbb6f4-e717-17cb-9327-3dd87a55b08d/OpportunityDetail?opportunityId=57295fa5-8bcf-46e2-9b1b-f73360dd5c12

Who you'll work with?
Telecare is a rapidly growing mental health care company dedicated to making a difference for our clients, the community, and our employees. We offer an array of mental health services to adults with serious mental illnesses. We specialize in innovative, outcomes-driven services for high-risk individuals with complex needs. To learn more about Telecare, visit us at https://www.telecarecorp.com/at-a-glance

You will be an integral part of Telecare's Special Projects team. We are a fun, hardworking collaborative team that believes in modern development practices and team collaboration. We have a passion for building strategies, solutions, and creative products to help solve complex and interesting business problems and make a direct difference in how our doctors, clinicians, and staff provide care and support to thousands of patients daily.

What you'll do:
Design & build business solutions, applications & tools using web technologies, APIs, integrations, and automation.
Leverage your skills across the full stack of web technology, frontend, API, backend.
Identify areas of technical debt and influence roadmap plans with smart solutions.
Contribute to the architecture and design of new and current systems

What You Should Have:
Bachelor’s degree in Computer Science, Engineering or equivalent experience
4+ years of professional software development experience
2+ Hands-on experience in Microsoft C# / ASP.NET stack, preferably .Net Core and/or .NET 5+
Proficiency in one or more object-oriented programming languages and practices
Strong system and data analysis skills
Proven success leading projects from start to finish with the ability to effectively articulate technical challenges and solutions.

What Will Set You Apart?
Full-stack development experience (DB design, UI/UX design)
Hands-on experience building and consuming REST APIs
Knowledge of Azure, AWS, or similar cloud computing platforms (Azure preferred)
Hands-on experience with data analysis, data integration & ETL, data reporting tools & techniques
Prior experience in the Healthcare industry
EOE AA M/F/V Disability

APPLY HERE - https://recruiting2.ultipro.com/TEL1006/JobBoard/2fcbb6f4-e717-17cb-9327-3dd87a55b08d/OpportunityDetail?opportunityId=57295fa5-8bcf-46e2-9b1b-f73360dd5c12

Keywords: C#, .Net, .Net Core, ASP.Net, MVC, IIS, Azure, SSO, SQL, SQL Server, SSIS, ETL, Qlik, Tableau, Healthcare, Mental health
    ",DOE
